time,IRL,VDS,VAC,Unnamed: 4
0.59828,2.2141e-09,5.0,-1.91073,
0.59928,2.19993e-09,5.0,-1.92759,
0.60028,2.18535e-09,5.0,-1.94439,
0.60128,2.17117e-09,5.0,-1.9611,
0.60228,2.15658e-09,5.0,-1.97774,
0.60328,2.14238e-09,5.0,-1.9943,
0.60428,2.12778e-09,5.0,-2.01078,
0.60528,2.11358e-09,5.0,-2.02718,
0.60628,2.09897e-09,5.0,-2.0435,
0.60728,2.08476e-09,5.0,-2.05974,
0.60828,2.07014e-09,5.0,-2.0759,
0.60928,2.05592e-09,5.0,-2.09197,
0.61028,2.0413e-09,5.0,-2.10797,
0.61128,2.02707e-09,5.0,-2.12388,
0.61228,2.01243e-09,5.0,-2.13971,
0.61328,1.9982e-09,5.0,-2.15545,
0.61428,1.98356e-09,5.0,-2.17111,
0.61528,1.96931e-09,5.0,-2.18668,
0.61628,1.95466e-09,5.0,-2.20217,
0.61728,1.94041e-09,5.0,-2.21757,
0.61828,1.92575e-09,5.0,-2.23288,
0.61928,1.9115e-09,5.0,-2.2481,
0.62028,1.89683e-09,5.0,-2.26323,
0.62128,1.88257e-09,5.0,-2.27828,
0.62228,1.86789e-09,5.0,-2.29323,
0.62328,1.85362e-09,5.0,-2.3081,
0.62428,1.83894e-09,5.0,-2.32287,
0.62528,1.82467e-09,5.0,-2.33755,
0.62628,1.80998e-09,5.0,-2.35214,
0.62728,1.7957e-09,5.0,-2.36664,
0.62828,1.78101e-09,5.0,-2.38104,
0.62928,1.76672e-09,5.0,-2.39535,
0.63028,1.75202e-09,5.0,-2.40957,
0.63128,1.73772e-09,5.0,-2.42369,
0.63228,1.72302e-09,5.0,-2.43771,
0.63328,1.70872e-09,5.0,-2.45164,
0.63428,1.69401e-09,5.0,-2.46547,
0.63528,1.67971e-09,5.0,-2.4792,
0.63628,1.66499e-09,5.0,-2.49284,
0.63728,1.65068e-09,5.0,-2.50637,
0.63828,1.63596e-09,5.0,-2.51981,
0.63928,1.62164e-09,5.0,-2.53315,
0.64028,1.60692e-09,5.0,-2.54639,
0.64128,1.5926e-09,5.0,-2.55953,
0.64228,1.57787e-09,5.0,-2.57257,
0.64328,1.56354e-09,5.0,-2.5855,
0.64428,1.54881e-09,5.0,-2.59833,
0.64528,1.53448e-09,5.0,-2.61107,
0.64628,1.51974e-09,5.0,-2.62369,
0.64728,1.50541e-09,5.0,-2.63622,
0.64828,1.49066e-09,5.0,-2.64864,
0.64928,1.47632e-09,5.0,-2.66095,
0.65028,1.46158e-09,5.0,-2.67316,
0.65128,1.44723e-09,5.0,-2.68527,
0.65228,1.43248e-09,5.0,-2.69727,
0.65328,1.41813e-09,5.0,-2.70916,
0.65428,1.40338e-09,5.0,-2.72095,
0.65528,1.38903e-09,5.0,-2.73262,
0.65628,1.37427e-09,5.0,-2.7442,
0.65728,1.35991e-09,5.0,-2.75566,
0.65828,1.34515e-09,5.0,-2.76701,
0.65928,1.33079e-09,5.0,-2.77825,
0.66028,1.31603e-09,5.0,-2.78939,
0.66128,1.30166e-09,5.0,-2.80041,
0.66228,1.28689e-09,5.0,-2.81133,
0.66328,1.27253e-09,5.0,-2.82213,
0.66428,1.25775e-09,5.0,-2.83282,
0.66528,1.24338e-09,5.0,-2.8434,
0.66628,1.22861e-09,5.0,-2.85387,
0.66728,1.21423e-09,5.0,-2.86422,
0.66828,1.19946e-09,5.0,-2.87446,
0.66928,1.18508e-09,5.0,-2.88459,
0.67028,1.1703e-09,5.0,-2.8946,
0.67128,1.15592e-09,5.0,-2.9045,
0.67228,1.14113e-09,5.0,-2.91429,
0.67328,1.12675e-09,5.0,-2.92396,
0.67428,1.11196e-09,5.0,-2.93351,
0.67528,1.09758e-09,5.0,-2.94295,
0.67628,1.08279e-09,5.0,-2.95228,
0.67728,1.0684e-09,5.0,-2.96148,
0.67828,1.05562e-09,5.0,-2.97057,
0.67928,1.04117e-09,5.0,-2.97954,
0.68028,1.02632e-09,5.0,-2.9884,
0.68128,1.01188e-09,5.0,-2.99713,
0.68228,9.97026e-10,5.0,-3.00575,
0.68328,9.82577e-10,5.0,-3.01425,
0.68428,9.67726e-10,5.0,-3.02263,
0.68528,9.53276e-10,5.0,-3.03089,
0.68628,9.38424e-10,5.0,-3.03903,
0.68728,9.23973e-10,5.0,-3.04705,
0.68828,9.09121e-10,5.0,-3.05495,
0.68928,8.9467e-10,5.0,-3.06274,
0.69028,8.79816e-10,5.0,-3.07039,
0.69128,8.65365e-10,5.0,-3.07793,
0.69228,8.50511e-10,5.0,-3.08535,
0.69328,8.36059e-10,5.0,-3.09264,
0.69428,8.21205e-10,5.0,-3.09982,
0.69528,8.06752e-10,5.0,-3.10687,
0.69628,7.91898e-10,5.0,-3.1138,
0.69728,7.77445e-10,5.0,-3.1206,
0.69828,7.6259e-10,5.0,-3.12728,
0.69928,7.48137e-10,5.0,-3.13384,
0.70028,7.33282e-10,5.0,-3.14028,
0.70128,7.18828e-10,5.0,-3.14659,
0.70228,7.03973e-10,5.0,-3.15277,
0.70328,6.89519e-10,5.0,-3.15883,
0.70428,6.74664e-10,5.0,-3.16477,
0.70528,6.6021e-10,5.0,-3.17058,
0.70628,6.45355e-10,5.0,-3.17627,
0.70728,6.30902e-10,5.0,-3.18183,
0.70828,6.16047e-10,5.0,-3.18727,
0.70928,6.01593e-10,5.0,-3.19258,
0.71028,5.86738e-10,5.0,-3.19776,
0.71128,5.72284e-10,5.0,-3.20282,
0.71228,5.5743e-10,5.0,-3.20775,
0.71328,5.42976e-10,5.0,-3.21256,
0.71428,5.28122e-10,5.0,-3.21724,
0.71528,5.13669e-10,5.0,-3.22179,
0.71628,4.98815e-10,5.0,-3.22621,
0.71728,4.84362e-10,5.0,-3.23051,
0.71828,4.69509e-10,5.0,-3.23468,
0.71928,4.55056e-10,5.0,-3.23872,
0.72028,4.40203e-10,5.0,-3.24263,
0.72128,4.25751e-10,5.0,-3.24642,
0.72228,4.10899e-10,5.0,-3.25007,
0.72328,3.96447e-10,5.0,-3.2536,
0.72428,3.81595e-10,5.0,-3.257,
0.72528,3.67144e-10,5.0,-3.26027,
0.72628,3.52293e-10,5.0,-3.26342,
0.72728,3.37843e-10,5.0,-3.26643,
0.72828,3.22993e-10,5.0,-3.26932,
0.72928,3.08543e-10,5.0,-3.27207,
0.73028,2.93694e-10,5.0,-3.2747,
0.73128,2.79245e-10,5.0,-3.2772,
0.73228,2.64396e-10,5.0,-3.27957,
0.73328,2.49948e-10,5.0,-3.28181,
0.73428,2.35101e-10,5.0,-3.28392,
0.73528,2.20654e-10,5.0,-3.2859,
0.73628,2.05807e-10,5.0,-3.28775,
0.73728,1.91361e-10,5.0,-3.28947,
0.73828,1.76516e-10,5.0,-3.29106,
0.73928,1.62071e-10,5.0,-3.29252,
0.74028,1.47227e-10,5.0,-3.29385,
0.74128,1.32783e-10,5.0,-3.29505,
0.74228,1.1794e-10,5.0,-3.29612,
0.74328,1.03497e-10,5.0,-3.29706,
0.74428,8.86551e-11,5.0,-3.29787,
0.74528,7.42135e-11,5.0,-3.29855,
0.74628,5.93733e-11,5.0,-3.2991,
0.74728,4.49329e-11,5.0,-3.29952,
0.74828,3.00942e-11,5.0,-3.29981,
0.74928,1.56552e-11,5.0,-3.29997,
0.75028,8.17936e-13,5.0,-3.29999,
0.75128,-1.36196e-11,5.0,-3.29989,
0.75228,-2.84553e-11,5.0,-3.29966,
0.75328,-4.28913e-11,5.0,-3.2993,
0.75428,-5.77254e-11,5.0,-3.29881,
0.75528,-7.21598e-11,5.0,-3.29818,
0.75628,-8.69922e-11,5.0,-3.29743,
0.75728,-1.01425e-10,5.0,-3.29655,
0.75828,-1.16256e-10,5.0,-3.29554,
0.75928,-1.30687e-10,5.0,-3.29439,
0.76028,-1.45515e-10,5.0,-3.29312,
0.76128,-1.59945e-10,5.0,-3.29172,
0.76228,-1.74772e-10,5.0,-3.29018,
0.76328,-1.89199e-10,5.0,-3.28852,
0.76428,-2.04024e-10,5.0,-3.28673,
0.76528,-2.18449e-10,5.0,-3.2848,
0.76628,-2.33272e-10,5.0,-3.28275,
0.76728,-2.47696e-10,5.0,-3.28057,
0.76828,-2.62517e-10,5.0,-3.27826,
0.76928,-2.76938e-10,5.0,-3.27582,
0.77028,-2.91757e-10,5.0,-3.27325,
0.77128,-3.06176e-10,5.0,-3.27055,
0.77228,-3.20992e-10,5.0,-3.26772,
0.77328,-3.35409e-10,5.0,-3.26476,
0.77428,-3.50223e-10,5.0,-3.26167,
0.77528,-3.64638e-10,5.0,-3.25846,
0.77628,-3.7945e-10,5.0,-3.25511,
0.77728,-3.93863e-10,5.0,-3.25164,
0.77828,-4.08672e-10,5.0,-3.24804,
0.77928,-4.23082e-10,5.0,-3.24431,
0.78028,-4.37888e-10,5.0,-3.24046,
0.78128,-4.52296e-10,5.0,-3.23647,
0.78228,-4.671e-10,5.0,-3.23236,
0.78328,-4.81505e-10,5.0,-3.22812,
0.78428,-4.96307e-10,5.0,-3.22375,
0.78528,-5.10709e-10,5.0,-3.21925,
0.78628,-5.25508e-10,5.0,-3.21463,
0.78728,-5.39908e-10,5.0,-3.20988,
0.78828,-5.54703e-10,5.0,-3.20501,
0.78928,-5.691e-10,5.0,-3.2,
0.79028,-5.83893e-10,5.0,-3.19488,
0.79128,-5.98288e-10,5.0,-3.18962,
0.79228,-6.13077e-10,5.0,-3.18424,
0.79328,-6.27469e-10,5.0,-3.17873,
0.79428,-6.42256e-10,5.0,-3.1731,
0.79528,-6.56644e-10,5.0,-3.16734,
0.79628,-6.71428e-10,5.0,-3.16146,
0.79728,-6.85813e-10,5.0,-3.15546,
0.79828,-7.00593e-10,5.0,-3.14932,
0.79928,-7.14976e-10,5.0,-3.14307,
0.80028,-7.29753e-10,5.0,-3.13669,
0.80128,-7.44132e-10,5.0,-3.13018,
0.80228,-7.58906e-10,5.0,-3.12356,
0.80328,-7.73281e-10,5.0,-3.11681,
0.80428,-7.88052e-10,5.0,-3.10993,
0.80528,-8.02424e-10,5.0,-3.10294,
0.80628,-8.17191e-10,5.0,-3.09582,
0.80728,-8.3156e-10,5.0,-3.08857,
0.80828,-8.46323e-10,5.0,-3.08121,
0.80928,-8.60688e-10,5.0,-3.07373,
0.81028,-8.75448e-10,5.0,-3.06612,
0.81128,-8.89809e-10,5.0,-3.05839,
0.81228,-9.04565e-10,5.0,-3.05055,
0.81328,-9.18923e-10,5.0,-3.04258,
0.81428,-9.33675e-10,5.0,-3.03449,
0.81528,-9.48029e-10,5.0,-3.02628,
0.81628,-9.62777e-10,5.0,-3.01795,
0.81728,-9.77128e-10,5.0,-3.00951,
0.81828,-9.91872e-10,5.0,-3.00094,
0.81928,-1.00622e-09,5.0,-2.99226,
0.82028,-1.02096e-09,5.0,-2.98345,
0.82128,-1.0353e-09,5.0,-2.97453,
0.82228,-1.05004e-09,5.0,-2.96549,
0.82328,-1.06437e-09,5.0,-2.95634,
0.82428,-1.0791e-09,5.0,-2.94707,
0.82528,-1.09344e-09,5.0,-2.93768,
0.82628,-1.1103e-09,5.0,-2.92818,
0.82728,-1.12469e-09,5.0,-2.91856,
0.82828,-1.13947e-09,5.0,-2.90882,
0.82928,-1.15385e-09,5.0,-2.89897,
0.83028,-1.16863e-09,5.0,-2.88901,
0.83128,-1.18301e-09,5.0,-2.87893,
0.83228,-1.19779e-09,5.0,-2.86874,
0.83328,-1.21217e-09,5.0,-2.85844,
0.83428,-1.22694e-09,5.0,-2.84802,
0.83528,-1.24131e-09,5.0,-2.83749,
0.83628,-1.25608e-09,5.0,-2.82685,
0.83728,-1.27045e-09,5.0,-2.81609,
0.83828,-1.28522e-09,5.0,-2.80523,
0.83928,-1.29959e-09,5.0,-2.79425,
0.84028,-1.31435e-09,5.0,-2.78317,
0.84128,-1.32872e-09,5.0,-2.77197,
0.84228,-1.34347e-09,5.0,-2.76067,
0.84328,-1.35784e-09,5.0,-2.74925,
0.84428,-1.37259e-09,5.0,-2.73773,
0.84528,-1.38695e-09,5.0,-2.7261,
0.84628,-1.4017e-09,5.0,-2.71436,
0.84728,-1.41605e-09,5.0,-2.70251,
0.84828,-1.4308e-09,5.0,-2.69056,
0.84928,-1.44515e-09,5.0,-2.6785,
0.85028,-1.45989e-09,5.0,-2.66634,
0.85128,-1.47424e-09,5.0,-2.65407,
0.85228,-1.48897e-09,5.0,-2.6417,
0.85328,-1.50332e-09,5.0,-2.62922,
0.85428,-1.51805e-09,5.0,-2.61663,
0.85528,-1.53239e-09,5.0,-2.60395,
0.85628,-1.54712e-09,5.0,-2.59116,
0.85728,-1.56145e-09,5.0,-2.57827,
0.85828,-1.57617e-09,5.0,-2.56528,
0.85928,-1.5905e-09,5.0,-2.55218,
0.86028,-1.60522e-09,5.0,-2.53899,
0.86128,-1.61955e-09,5.0,-2.52569,
0.86228,-1.63426e-09,5.0,-2.5123,
0.86328,-1.64858e-09,5.0,-2.49881,
0.86428,-1.66329e-09,5.0,-2.48521,
0.86528,-1.6776e-09,5.0,-2.47152,
0.86628,-1.6923e-09,5.0,-2.45774,
0.86728,-1.70661e-09,5.0,-2.44385,
0.86828,-1.72131e-09,5.0,-2.42987,
0.86928,-1.73561e-09,5.0,-2.41579,
0.87028,-1.75031e-09,5.0,-2.40162,
0.87128,-1.7646e-09,5.0,-2.38735,
0.87228,-1.77929e-09,5.0,-2.37299,
0.87328,-1.79358e-09,5.0,-2.35853,
0.87428,-1.80826e-09,5.0,-2.34398,
0.87528,-1.82255e-09,5.0,-2.32934,
0.87628,-1.83722e-09,5.0,-2.31461,
0.87728,-1.8515e-09,5.0,-2.29979,
0.87828,-1.86617e-09,5.0,-2.28487,
0.87928,-1.88044e-09,5.0,-2.26986,
0.88028,-1.8951e-09,5.0,-2.25477,
0.88128,-1.90936e-09,5.0,-2.23959,
0.88228,-1.92402e-09,5.0,-2.22431,
0.88328,-1.93828e-09,5.0,-2.20895,
0.88428,-1.95292e-09,5.0,-2.19351,
0.88528,-1.96717e-09,5.0,-2.17797,
0.88628,-1.98181e-09,5.0,-2.16235,
0.88728,-1.99605e-09,5.0,-2.14665,
0.88828,-2.01069e-09,5.0,-2.13085,
0.88928,-2.02492e-09,5.0,-2.11498,
0.89028,-2.03954e-09,5.0,-2.09902,
0.89128,-2.05377e-09,5.0,-2.08298,
0.89228,-2.06838e-09,5.0,-2.06686,
0.89328,-2.0826e-09,5.0,-2.05065,
0.89428,-2.09721e-09,5.0,-2.03437,
0.89528,-2.11142e-09,5.0,-2.018,
0.89628,-2.12602e-09,5.0,-2.00156,
0.89728,-2.14022e-09,5.0,-1.98503,
0.89828,-2.1548e-09,5.0,-1.96843,
0.89928,-2.16899e-09,5.0,-1.95175,
0.90028,-2.18357e-09,5.0,-1.93499,
0.90128,-2.19775e-09,5.0,-1.91816,
0.90228,-2.21232e-09,5.0,-1.90125,
0.90328,-2.22649e-09,5.0,-1.88426,
0.90428,-2.24105e-09,5.0,-1.8672,
0.90528,-2.25521e-09,5.0,-1.85007,
0.90628,-2.26975e-09,5.0,-1.83286,
0.90728,-2.2839e-09,5.0,-1.81559,
0.90828,-2.29844e-09,5.0,-1.79824,
0.90928,-2.31257e-09,5.0,-1.78082,
0.91028,-2.3271e-09,5.0,-1.76332,
0.91128,-2.34122e-09,5.0,-1.74576,
0.91228,-2.35573e-09,5.0,-1.72813,
0.91328,-2.36984e-09,5.0,-1.71043,
0.91428,-2.38434e-09,5.0,-1.69267,
0.91528,-2.39844e-09,5.0,-1.67484,
0.91628,-2.41293e-09,5.0,-1.65694,
0.91728,-2.42701e-09,5.0,-1.63897,
0.91828,-2.44148e-09,5.0,-1.62095,
0.91928,-2.45555e-09,5.0,-1.60285,
0.92028,-2.47001e-09,5.0,-1.5847,
0.92128,-2.48407e-09,5.0,-1.56648,
0.92228,-2.49851e-09,5.0,-1.5482,
0.92328,-2.51255e-09,5.0,-1.52986,
0.92428,-2.52698e-09,5.0,-1.51145,
0.92528,-2.541e-09,5.0,-1.49299,
0.92628,-2.55541e-09,5.0,-1.47447,
0.92728,-2.56942e-09,5.0,-1.45589,
0.92828,-2.58381e-09,5.0,-1.43726,
0.92928,-2.59781e-09,5.0,-1.41857,
0.93028,-2.61218e-09,5.0,-1.39982,
0.93128,-2.62615e-09,5.0,-1.38101,
0.93228,-2.64051e-09,5.0,-1.36215,
0.93328,-2.65447e-09,5.0,-1.34324,
0.93428,-2.6688e-09,5.0,-1.32428,
0.93528,-2.68274e-09,5.0,-1.30526,
0.93628,-2.69705e-09,5.0,-1.28619,
0.93728,-2.71097e-09,5.0,-1.26707,
0.93828,-2.72527e-09,5.0,-1.2479,
0.93928,-2.73916e-09,5.0,-1.22868,
0.94028,-2.75343e-09,5.0,-1.20941,
0.94128,-2.76731e-09,5.0,-1.1901,
0.94228,-2.78156e-09,5.0,-1.17073,
0.94328,-2.79541e-09,5.0,-1.15132,
0.94428,-2.80963e-09,5.0,-1.13187,
0.94528,-2.82346e-09,5.0,-1.11237,
0.94628,-2.83766e-09,5.0,-1.09283,
0.94728,-2.85146e-09,5.0,-1.07324,
0.94828,-2.86564e-09,5.0,-1.05361,
0.94928,-2.87941e-09,5.0,-1.03394,
0.95028,-2.89356e-09,5.0,-1.01423,
0.95128,-2.90731e-09,5.0,-0.994482,
0.95228,-2.92143e-09,5.0,-0.974692,
0.95328,-2.93515e-09,5.0,-0.954864,
0.95428,-2.94925e-09,5.0,-0.934997,
0.95528,-2.96293e-09,5.0,-0.915094,
0.95628,-2.977e-09,5.0,-0.895155,
0.95728,-2.99065e-09,5.0,-0.87518,
0.95828,-3.00469e-09,5.0,-0.855171,
0.95928,-3.01831e-09,5.0,-0.835128,
0.96028,-3.03231e-09,5.0,-0.815052,
0.96128,-3.0459e-09,5.0,-0.794944,
0.96228,-3.05986e-09,5.0,-0.774805,
0.96328,-3.07342e-09,5.0,-0.754634,
0.96428,-3.08735e-09,5.0,-0.734435,
0.96528,-3.10087e-09,5.0,-0.714206,
0.96628,-3.11476e-09,5.0,-0.693949,
0.96728,-3.12824e-09,5.0,-0.673664,
0.96828,-3.14209e-09,5.0,-0.653353,
0.96928,-3.15553e-09,5.0,-0.633016,
0.97028,-3.16934e-09,5.0,-0.612655,
0.97128,-3.18274e-09,5.0,-0.592269,
0.97228,-3.19651e-09,5.0,-0.571859,
0.97328,-3.20986e-09,5.0,-0.551427,
0.97428,-3.22359e-09,5.0,-0.530973,
0.97528,-3.2369e-09,5.0,-0.510499,
0.97628,-3.25057e-09,5.0,-0.490004,
0.97728,-3.26384e-09,5.0,-0.46949,
0.97828,-3.27747e-09,5.0,-0.448957,
0.97928,-3.29068e-09,5.0,-0.428407,
0.98028,-3.30426e-09,5.0,-0.407839,
0.98128,-3.31742e-09,5.0,-0.387256,
0.98228,-3.33095e-09,5.0,-0.366657,
0.98328,-3.34406e-09,5.0,-0.346044,
0.98428,-3.35753e-09,5.0,-0.325417,
0.98528,-3.37058e-09,5.0,-0.304777,
0.98628,-3.38399e-09,5.0,-0.284125,
0.98728,-3.39699e-09,5.0,-0.263462,
0.98828,-3.41034e-09,5.0,-0.242789,
0.98928,-3.42328e-09,5.0,-0.222106,
0.99028,-3.43657e-09,5.0,-0.201414,
0.99128,-3.44944e-09,5.0,-0.180714,
0.99228,-3.46266e-09,5.0,-0.160008,
0.99328,-3.47547e-09,5.0,-0.139295,
0.99428,-3.48863e-09,5.0,-0.118576,
0.99528,-3.50136e-09,5.0,-0.0978525,
0.99628,-3.51445e-09,5.0,-0.0771254,
0.99728,-3.52711e-09,5.0,-0.0563951,
0.99828,-3.54013e-09,5.0,-0.0356627,
0.99928,-3.55272e-09,5.0,-0.0149288,
1.0,-3.56208e-09,5.0,-8.08267e-16,
